GENERIC NAME,SOURCE,COUNT,MONTH,DESTINATION
chlorpheniramine,Kasargod,21,September,Kannur
lidocaine viscous,Thrissur,65,February,Malappuram
clindamycin topical,Aleppey,789,March,Thiruvananthapuram
alvimopan,Kottayam,64,July,Kozhikode
minoxidil topical,Kollam,65,November,Aleppey
lisinopril,Kasargod,3,February,Wayanad
bupropion,Thiruvananthapuram,65,June,Ernakulam
emtricitabine,Aleppey,321,September,Thiruvananthapuram
sumatriptan,Malappuram,55,January,Kollam
tretinoin topical,Thrissur,365,August,Palakkad
rizatriptan,Palakkad,7,January,Wayanad
triamcinolone,Thiruvananthapuram,365,April,Kollam
diphenhydramine,Kozhikode,321,September,Palakkad
alvimopan,Kottayam,24,November,Ernakulam
clindamycin topical,Aleppey,458,April,Thiruvananthapuram
sumatriptan,Malappuram,65,December,Thiruvananthapuram
sertraline,Kozhikode,354,July,Kannur
darunavir,Thrissur,654,February,Palakkad
losartan,Malappuram,64,July,Thrissur
minoxidil topical,Kollam,54,January,Ernakulam
tretinoin topical,Thrissur,478,September,Palakkad
lidocaine viscous,Thrissur,65,March,Malappuram
lisinopril,Kasargod,546,June,Kannur
chlorpheniramine,Kasargod,245,October,Kannur
duloxetine,Kollam,654,February,Ernakulam
lidocaine topical,Pathanamthitta,7,February,Ernakulam
doxycycline,Pathanamthitta,789,July,Thiruvananthapuram
triamcinolone,Thiruvananthapuram,51,December,Pathanamthitta
eletriptan,Wayanad,64,January,Kannur
emtricitabine,Aleppey,21,December,Kollam
sumatriptan,Malappuram,65,November,Thiruvananthapuram
clindamycin topical,Aleppey,987,May,Thiruvananthapuram
rizatriptan,Palakkad,16,September,Idukki
minoxidil topical,Kollam,431,December,Aleppey
darunavir,Thrissur,214,March,Palakkad
lidocaine topical,Pathanamthitta,564,July,Thiruvananthapuram
elvitegravir,Palakkad,564,November,Malappuram
sumatriptan,Malappuram,65,October,Thiruvananthapuram
chlorpheniramine,Kasargod,321,November,Kannur
duloxetine,Kollam,65,July,Kannur
tretinoin topical,Thrissur,987,October,Palakkad
lidocaine viscous,Thrissur,6,January,Ernakulam
diphenhydramine,Kozhikode,32,October,Palakkad
losartan,Malappuram,54,August,Thrissur
emtricitabine,Aleppey,362,October,Thiruvananthapuram
triamcinolone,Thiruvananthapuram,65,March,Kollam
lidocaine topical,Pathanamthitta,2,January,Idukki
darunavir,Thrissur,547,April,Palakkad
eletriptan,Wayanad,321,February,Kannur
elvitegravir,Palakkad,356,December,Malappuram
bupropion,Thiruvananthapuram,32,July,Ernakulam
lisinopril,Kasargod,54,May,Kannur
clindamycin topical,Aleppey,698,June,Thiruvananthapuram
lidocaine viscous,Thrissur,7,April,Malappuram
duloxetine,Kollam,654,January,Ernakulam
emtricitabine,Aleppey,325,November,Thiruvananthapuram
lidocaine topical,Pathanamthitta,987,June,Thiruvananthapuram
darunavir,Thrissur,32,May,Kozhikode
triamcinolone,Thiruvananthapuram,654,February,Pathanamthitta
clindamycin topical,Aleppey,120,March,Wayanad
sumatriptan,Malappuram,65,September,Thiruvananthapuram
darunavir,Thrissur,321,May,Palakkad
eletriptan,Wayanad,5,December,Thrissur
sertraline,Kozhikode,32,January,Ernakulam
tretinoin topical,Thrissur,214,November,Palakkad
bupropion,Thiruvananthapuram,65,August,Ernakulam
lisinopril,Kasargod,123,April,Kannur
emtricitabine,Aleppey,65,October,Kasargod
sumatriptan,Malappuram,982,August,Thiruvananthapuram
clindamycin topical,Aleppey,456,July,Thiruvananthapuram
minoxidil topical,Kollam,6,July,Kasargod
lidocaine topical,Pathanamthitta,65,May,Thiruvananthapuram
darunavir,Thrissur,321,June,Palakkad
bupropion,Thiruvananthapuram,32,October,Thrissur
lidocaine viscous,Thrissur,87,May,Malappuram
emtricitabine,Aleppey,213,December,Thiruvananthapuram
sumatriptan,Malappuram,987,July,Thiruvananthapuram
bupropion,Thiruvananthapuram,64,January,Thrissur
eletriptan,Wayanad,6,February,Ernakulam
tretinoin topical,Thrissur,654,December,Palakkad
eletriptan,Wayanad,7,June,Thrissur
elvitegravir,Palakkad,13,February,Ernakulam
darunavir,Thrissur,120,July,Palakkad
bupropion,Thiruvananthapuram,654,September,Ernakulam
triamcinolone,Thiruvananthapuram,32,February,Kollam
emtricitabine,Aleppey,32,November,Kannur
lidocaine topical,Pathanamthitta,654,April,Thiruvananthapuram
sertraline,Kozhikode,32,August,Kannur
clindamycin topical,Aleppey,897,August,Thiruvananthapuram
losartan,Malappuram,54,September,Thrissur
bupropion,Thiruvananthapuram,32,October,Ernakulam
lidocaine viscous,Thrissur,654,June,Malappuram
elvitegravir,Palakkad,235,January,Ernakulam
sertraline,Kozhikode,65,February,Thrissur
darunavir,Thrissur,210,August,Palakkad
sumatriptan,Malappuram,98,June,Thiruvananthapuram
triamcinolone,Thiruvananthapuram,62,September,Kozhikode
tretinoin topical,Thrissur,75,July,Ernakulam
sertraline,Kozhikode,65,April,Thrissur
losartan,Malappuram,654,October,Thrissur
diphenhydramine,Kozhikode,321,November,Palakkad
lidocaine topical,Pathanamthitta,654,March,Thiruvananthapuram
emtricitabine,Aleppey,21,September,Idukki
sumatriptan,Malappuram,5,October,Thrissur
bupropion,Thiruvananthapuram,54,July,Thrissur
clindamycin topical,Aleppey,12,June,Kozhikode
minoxidil topical,Kollam,21,December,Idukki
lisinopril,Kasargod,21,January,Thiruvananthapuram
darunavir,Thrissur,21,May,Kozhikode
bupropion,Thiruvananthapuram,65,November,Ernakulam
lidocaine topical,Pathanamthitta,549,February,Thiruvananthapuram
tretinoin topical,Thrissur,45,September,Ernakulam
losartan,Malappuram,41,November,Thrissur
sertraline,Kozhikode,65,September,Kannur
darunavir,Thrissur,321,September,Palakkad
lidocaine viscous,Thrissur,6,December,Kollam
triamcinolone,Thiruvananthapuram,36,January,Kollam
bupropion,Thiruvananthapuram,32,January,Wayanad
clindamycin topical,Aleppey,548,August,Kozhikode
chlorpheniramine,Kasargod,32,March,Thrissur
lisinopril,Kasargod,2,January,Idukki
emtricitabine,Aleppey,20,December,Wayanad
sertraline,Kozhikode,22,October,Kannur
losartan,Malappuram,6,July,Thiruvananthapuram
tretinoin topical,Thrissur,11,January,Wayanad
lidocaine topical,Pathanamthitta,54,January,Thiruvananthapuram
chlorpheniramine,Kasargod,32,February,Thrissur
eletriptan,Wayanad,6,September,Ernakulam
clindamycin topical,Aleppey,120,September,Kozhikode
sumatriptan,Malappuram,65,May,Thiruvananthapuram
darunavir,Thrissur,21,April,Kozhikode
triamcinolone,Thiruvananthapuram,65,January,Ernakulam
diphenhydramine,Kozhikode,32,February,Kannur
lisinopril,Kasargod,65,March,Kannur
doxycycline,Pathanamthitta,478,June,Thiruvananthapuram
lidocaine viscous,Thrissur,7,December,Kozhikode
chlorpheniramine,Kasargod,65,January,Thrissur
sertraline,Kozhikode,32,November,Kannur
tretinoin topical,Thrissur,12,March,Wayanad
losartan,Malappuram,64,February,Kollam
emtricitabine,Aleppey,65,May,Ernakulam
sumatriptan,Malappuram,65,April,Thiruvananthapuram
diphenhydramine,Kozhikode,32,December,Ernakulam
lidocaine viscous,Thrissur,54,January,Kozhikode
clindamycin topical,Aleppey,32,September,Wayanad
lisinopril,Kasargod,21,July,Thiruvananthapuram
chlorpheniramine,Kasargod,21,January,Kannur
triamcinolone,Thiruvananthapuram,65,March,Kozhikode
doxycycline,Pathanamthitta,12,November,Idukki
lisinopril,Kasargod,654,January,Kannur
eletriptan,Wayanad,6,June,Ernakulam
tretinoin topical,Thrissur,75,May,Wayanad
bupropion,Thiruvananthapuram,36,December,Ernakulam
darunavir,Thrissur,321,October,Palakkad
lidocaine viscous,Thrissur,321,July,Malappuram
sertraline,Kozhikode,65,August,Thrissur
doxycycline,Pathanamthitta,879,May,Thiruvananthapuram
chlorpheniramine,Kasargod,21,December,Kannur
sumatriptan,Malappuram,987,March,Thiruvananthapuram
emtricitabine,Aleppey,65,April,Ernakulam
lidocaine viscous,Thrissur,654,August,Malappuram
tretinoin topical,Thrissur,57,July,Wayanad
losartan,Malappuram,544,December,Thrissur
minoxidil topical,Kollam,20,February,Idukki
doxycycline,Pathanamthitta,465,April,Thiruvananthapuram
diphenhydramine,Kozhikode,60,July,Thiruvananthapuram
bupropion,Thiruvananthapuram,65,December,Wayanad
darunavir,Thrissur,32,November,Palakkad
triamcinolone,Thiruvananthapuram,65,December,Ernakulam
emtricitabine,Aleppey,65,March,Ernakulam
doxycycline,Pathanamthitta,12,April,Ernakulam
sertraline,Kozhikode,32,December,Kannur
lisinopril,Kasargod,31,February,Idukki
lidocaine viscous,Thrissur,65,September,Malappuram
tretinoin topical,Thrissur,45,September,Wayanad
lidocaine viscous,Thrissur,5,February,Kannur
chlorpheniramine,Kasargod,35,December,Kannur
doxycycline,Pathanamthitta,120,March,Ernakulam
sertraline,Kozhikode,65,November,Thrissur
losartan,Malappuram,5,January,Ernakulam
darunavir,Thrissur,210,December,Palakkad
bupropion,Thiruvananthapuram,65,January,Idukki
tretinoin topical,Thrissur,75,August,Kannur
losartan,Malappuram,64,December,Wayanad
diphenhydramine,Kozhikode,32,March,Thiruvananthapuram
sumatriptan,Malappuram,5,April,Wayanad
doxycycline,Pathanamthitta,789,March,Thiruvananthapuram
eletriptan,Wayanad,55,April,Malappuram
emtricitabine,Aleppey,32,February,Ernakulam
lidocaine viscous,Thrissur,6,July,Kannur
darunavir,Thrissur,32,March,Kozhikode
bupropion,Thiruvananthapuram,65,July,Idukki
doxycycline,Pathanamthitta,123,November,Ernakulam
chlorpheniramine,Kasargod,54,July,Ernakulam
eletriptan,Wayanad,2,May,Malappuram
darunavir,Thrissur,21,February,Kozhikode
sertraline,Kozhikode,65,December,Thrissur
lidocaine viscous,Thrissur,77,January,Palakkad
doxycycline,Pathanamthitta,789,February,Thiruvananthapuram
sumatriptan,Malappuram,987,February,Thiruvananthapuram
emtricitabine,Aleppey,21,January,Ernakulam
eletriptan,Wayanad,5,December,Thiruvananthapuram
chlorpheniramine,Kasargod,34,July,Kannur
doxycycline,Pathanamthitta,658,August,Thiruvananthapuram
lidocaine viscous,Thrissur,65,December,Palakkad
diphenhydramine,Kozhikode,32,January,Thiruvananthapuram
lidocaine viscous,Thrissur,340,December,Malappuram
darunavir,Thrissur,21,January,Kozhikode
lisinopril,Kasargod,645,February,Kannur
bupropion,Thiruvananthapuram,52,December,Kozhikode
sumatriptan,Malappuram,5,September,Kannur
darunavir,Thrissur,32,June,Kasargod
lidocaine viscous,Thrissur,972,November,Malappuram
diphenhydramine,Kozhikode,32,December,Aleppey
bupropion,Thiruvananthapuram,65,July,Kasargod
doxycycline,Pathanamthitta,45,September,Kannur
lisinopril,Kasargod,31,November,Thiruvananthapuram
diphenhydramine,Kozhikode,32,January,Kollam
bupropion,Thiruvananthapuram,64,March,Kannur
doxycycline,Pathanamthitta,12,January,Kasargod
lidocaine viscous,Thrissur,621,October,Malappuram
darunavir,Thrissur,32,December,Idukki
eletriptan,Wayanad,10,June,Idukki
minocycline,Ernakulam,987,February,Idukki
sertraline,Kozhikode,365,January,Kannur
lisinopril,Kasargod,54,December,Ernakulam
elvitegravir,Palakkad,32,April,Kasargod
triamcinolone,Thiruvananthapuram,65,December,Wayanad
lidocaine topical,Pathanamthitta,65,February,Kasargod
emtricitabine,Aleppey,789,January,Thiruvananthapuram
lisinopril,Kasargod,5,March,Thrissur
bupropion,Thiruvananthapuram,654,January,Ernakulam
diphenhydramine,Kozhikode,320,December,Palakkad
minoxidil topical,Kollam,654,January,Aleppey
spironolactone,Thiruvananthapuram,500,January,Kollam
alvimopan,Kottayam,741,December,Ernakulam
sertraline,Kozhikode,65,September,Wayanad
chlorpheniramine,Kasargod,654,January,Kannur
triamcinolone,Thiruvananthapuram,654,December,Kollam
elvitegravir,Palakkad,797,January,Malappuram
lidocaine topical,Pathanamthitta,32,October,Kasargod
duloxetine,Kollam,65,December,Ernakulam
minoxidil topical,Kollam,6,December,Kasargod
emtricitabine,Aleppey,987,February,Thiruvananthapuram
lisinopril,Kasargod,6,January,Ernakulam
minoxidil topical,Kollam,654,February,Aleppey
bupropion,Thiruvananthapuram,32,December,Thrissur
spironolactone,Thiruvananthapuram,125,January,Aleppey
rizatriptan,Palakkad,654,January,Kannur
elvitegravir,Palakkad,25,November,Kozhikode
alvimopan,Kottayam,98,January,Ernakulam
chlorpheniramine,Kasargod,32,December,Thiruvananthapuram
rizatriptan,Palakkad,65,February,Kannur
sertraline,Kozhikode,321,February,Kannur
eletriptan,Wayanad,54,January,Kollam
emtricitabine,Aleppey,987,March,Thiruvananthapuram
lidocaine topical,Pathanamthitta,25,January,Wayanad
chlorpheniramine,Kasargod,321,February,Kannur
lisinopril,Kasargod,412,December,Kannur
tretinoin topical,Thrissur,987,January,Palakkad
alvimopan,Kottayam,5,June,Idukki
diphenhydramine,Kozhikode,546,January,Palakkad
duloxetine,Kollam,32,March,Thrissur
rizatriptan,Palakkad,65,March,Kannur
elvitegravir,Palakkad,587,February,Malappuram
lisinopril,Kasargod,5,December,Thrissur
chlorpheniramine,Kasargod,32,February,Thiruvananthapuram
alvimopan,Kottayam,654,February,Ernakulam
triamcinolone,Thiruvananthapuram,62,November,Kollam
spironolactone,Thiruvananthapuram,58,February,Aleppey
sertraline,Kozhikode,54,March,Kannur
eletriptan,Wayanad,65,February,Kollam
elvitegravir,Palakkad,458,March,Malappuram
lidocaine viscous,Thrissur,654,January,Malappuram
diphenhydramine,Kozhikode,32,February,Palakkad
rizatriptan,Palakkad,652,April,Kannur
minoxidil topical,Kollam,5,December,Kannur
minocycline,Ernakulam,654,January,Idukki
duloxetine,Kollam,321,November,Ernakulam
losartan,Malappuram,544,January,Thrissur
chlorpheniramine,Kasargod,32,January,Palakkad
spironolactone,Thiruvananthapuram,537,February,Kollam
chlorpheniramine,Kasargod,21,March,Kannur
triamcinolone,Thiruvananthapuram,65,December,Wayanad
elvitegravir,Palakkad,12,September,Kollam
alvimopan,Kottayam,54,June,Thiruvananthapuram
lisinopril,Kasargod,2,December,Pathanamthitta
spironolactone,Thiruvananthapuram,25,February,Wayanad
lidocaine viscous,Thrissur,55,August,Thiruvananthapuram
minocycline,Ernakulam,879,March,Idukki
chlorpheniramine,Kasargod,25,April,Kannur
rizatriptan,Palakkad,655,May,Kannur
minoxidil topical,Kollam,65,March,Aleppey
emtricitabine,Aleppey,987,April,Thiruvananthapuram
lidocaine topical,Pathanamthitta,6,December,Wayanad
triamcinolone,Thiruvananthapuram,321,October,Kollam
spironolactone,Thiruvananthapuram,123,March,Aleppey
diphenhydramine,Kozhikode,564,March,Palakkad
alvimopan,Kottayam,321,March,Ernakulam
tretinoin topical,Thrissur,897,February,Palakkad
losartan,Malappuram,,July,Idukki
duloxetine,Kollam,23,May,Thrissur
elvitegravir,Palakkad,879,April,Malappuram
rizatriptan,Palakkad,987,June,Kannur
duloxetine,Kollam,321,October,Ernakulam
minocycline,Ernakulam,548,April,Idukki
lidocaine topical,Pathanamthitta,6,December,Palakkad
spironolactone,Thiruvananthapuram,65,March,Wayanad
eletriptan,Wayanad,654,March,Kollam
chlorpheniramine,Kasargod,32,December,Palakkad
alvimopan,Kottayam,21,January,Kollam
minocycline,Ernakulam,879,May,Idukki
minoxidil topical,Kollam,65,April,Aleppey
duloxetine,Kollam,32,July,Thrissur
eletriptan,Wayanad,987,April,Kollam
tretinoin topical,Thrissur,984,March,Palakkad
rizatriptan,Palakkad,987,July,Kannur
triamcinolone,Thiruvananthapuram,64,March,Kasargod
minocycline,Ernakulam,987,June,Idukki
lisinopril,Kasargod,3,February,Pathanamthitta
diphenhydramine,Kozhikode,32,December,Ernakulam
bupropion,Thiruvananthapuram,65,February,Ernakulam
spironolactone,Thiruvananthapuram,124,April,Aleppey
minoxidil topical,Kollam,30,July,Kozhikode
doxycycline,Pathanamthitta,879,January,Thiruvananthapuram
alvimopan,Kottayam,654,April,Ernakulam
minocycline,Ernakulam,988,July,Idukki
sertraline,Kozhikode,23,December,Kollam
chlorpheniramine,Kasargod,321,May,Kannur
losartan,Malappuram,32,February,Thrissur
spironolactone,Thiruvananthapuram,897,March,Kollam
rizatriptan,Palakkad,64,August,Kannur
triamcinolone,Thiruvananthapuram,321,September,Kollam
duloxetine,Kollam,325,September,Ernakulam
minocycline,Ernakulam,879,August,Idukki
minoxidil topical,Kollam,657,May,Aleppey
spironolactone,Thiruvananthapuram,23,April,Wayanad
lidocaine topical,Pathanamthitta,6,July,Kannur
triamcinolone,Thiruvananthapuram,54,December,Kasargod
tretinoin topical,Thrissur,50,April,Kottayam
lisinopril,Kasargod,21,December,Kollam
duloxetine,Kollam,321,August,Ernakulam
spironolactone,Thiruvananthapuram,15,August,Kottayam
eletriptan,Wayanad,958,May,Kollam
minocycline,Ernakulam,987,September,Idukki
minoxidil topical,Kollam,54,November,Kozhikode
spironolactone,Thiruvananthapuram,458,April,Kollam
alvimopan,Kottayam,5,February,Kottayam
triamcinolone,Thiruvananthapuram,65,November,Kannur
bupropion,Thiruvananthapuram,654,March,Ernakulam
minocycline,Ernakulam,677,October,Idukki
rizatriptan,Palakkad,65,September,Kannur
spironolactone,Thiruvananthapuram,45,April,Kannur
elvitegravir,Palakkad,587,May,Malappuram
alvimopan,Kottayam,67,May,Ernakulam
diphenhydramine,Kozhikode,654,April,Palakkad
losartan,Malappuram,654,March,Thrissur
tretinoin topical,Thrissur,897,April,Palakkad
minoxidil topical,Kollam,65,June,Aleppey
eletriptan,Wayanad,65,june,Kollam
duloxetine,Kollam,321,August,Thrissur
minocycline,Ernakulam,654,November,Idukki
elvitegravir,Palakkad,23,August,Thiruvananthapuram
lidocaine topical,Pathanamthitta,7,February,Kannur
triamcinolone,Thiruvananthapuram,34,August,Kollam
diphenhydramine,Kozhikode,32,March,Ernakulam
alvimopan,Kottayam,21,December,Pathanamthitta
spironolactone,Thiruvananthapuram,784,May,Kollam
bupropion,Thiruvananthapuram,65,November,Thrissur
lisinopril,Kasargod,657,November,Kannur
rizatriptan,Palakkad,120,October,Kannur
tretinoin topical,Thrissur,698,May,Palakkad
lidocaine topical,Pathanamthitta,65,January,Kozhikode
minocycline,Ernakulam,547,December,Idukki
elvitegravir,Palakkad,32,July,Kannur
duloxetine,Kollam,321,July,Ernakulam
spironolactone,Thiruvananthapuram,65,May,Aleppey
minoxidil topical,Kollam,66,August,Ernakulam
bupropion,Thiruvananthapuram,32,December,Kozhikode
clindamycin topical,Aleppey,987,January,Thiruvananthapuram
alvimopan,Kottayam,654,June,Ernakulam
bupropion,Thiruvananthapuram,65,April,Ernakulam
spironolactone,Thiruvananthapuram,854,June,Kollam
losartan,Malappuram,64,December,Palakkad
elvitegravir,Palakkad,987,June,Malappuram
duloxetine,Kollam,65,September,Thrissur
clindamycin topical,Aleppey,65,January,Kollam
lisinopril,Kasargod,6,February,Kollam
minocycline,Ernakulam,45,January,Palakkad
chlorpheniramine,Kasargod,321,June,Kannur
triamcinolone,Thiruvananthapuram,328,July,Kollam
sertraline,Kozhikode,654,April,Kannur
spironolactone,Thiruvananthapuram,658,July,Kollam
rizatriptan,Palakkad,65,November,Kannur
minocycline,Ernakulam,65,September,Palakkad
alvimopan,Kottayam,5,January,Pathanamthitta
elvitegravir,Palakkad,32,April,Thiruvananthapuram
duloxetine,Kollam,32,June,Ernakulam
minoxidil topical,Kollam,65,July,Aleppey
spironolactone,Thiruvananthapuram,56,March,Ernakulam
losartan,Malappuram,65,April,Thrissur
diphenhydramine,Kozhikode,32,May,Palakkad
eletriptan,Wayanad,32,July,Kollam
minocycline,Ernakulam,23,September,Kannur
lidocaine topical,Pathanamthitta,5,July,Kozhikode
emtricitabine,Aleppey,365,May,Thiruvananthapuram
rizatriptan,Palakkad,65,December,Kannur
spironolactone,Thiruvananthapuram,547,August,Kollam
bupropion,Thiruvananthapuram,65,May,Ernakulam
eletriptan,Wayanad,320,August,Kollam
emtricitabine,Aleppey,654,June,Thiruvananthapuram
lisinopril,Kasargod,564,October,Kannur
minocycline,Ernakulam,12,September,Kottayam
rizatriptan,Palakkad,5,January,Thrissur
clindamycin topical,Aleppey,789,September,Thiruvananthapuram
triamcinolone,Thiruvananthapuram,368,June,Kollam
duloxetine,Kollam,32,January,Wayanad
chlorpheniramine,Kasargod,350,July,Kannur
alvimopan,Kottayam,654,July,Ernakulam
spironolactone,Thiruvananthapuram,548,September,Kollam
rizatriptan,Palakkad,6,February,Thrissur
lidocaine topical,Pathanamthitta,9,October,Idukki
clindamycin topical,Aleppey,897,January,Thiruvananthapuram
chlorpheniramine,Kasargod,32,December,Thrissur
eletriptan,Wayanad,65,September,Kollam
spironolactone,Thiruvananthapuram,54,December,Kannur
lisinopril,Kasargod,25,January,Wayanad
sertraline,Kozhikode,65,May,Kannur
elvitegravir,Palakkad,987,July,Malappuram
sumatriptan,Malappuram,5,September,Pathanamthitta
rizatriptan,Palakkad,5,February,Thiruvananthapuram
clindamycin topical,Aleppey,12,January,Ernakulam
minoxidil topical,Kollam,674,August,Aleppey
spironolactone,Thiruvananthapuram,44,September,Ernakulam
eletriptan,Wayanad,320,October,Kollam
alvimopan,Kottayam,32,August,Ernakulam
diphenhydramine,Kozhikode,321,June,Palakkad
duloxetine,Kollam,65,September,Idukki
doxycycline,Pathanamthitta,10,February,Wayanad
lidocaine topical,Pathanamthitta,6,October,Ernakulam
spironolactone,Thiruvananthapuram,857,October,Kollam
lisinopril,Kasargod,54,September,Kannur
sumatriptan,Malappuram,5,December,Idukki
elvitegravir,Palakkad,21,March,Thiruvananthapuram
rizatriptan,Palakkad,65,December,Thiruvananthapuram
minoxidil topical,Kollam,547,September,Aleppey
clindamycin topical,Aleppey,789,February,Thiruvananthapuram
alvimopan,Kottayam,31,September,Ernakulam
diphenhydramine,Kozhikode,324,June,Kannur
duloxetine,Kollam,32,May,Ernakulam
spironolactone,Thiruvananthapuram,54,October,Kannur
sumatriptan,Malappuram,5,January,Ernakulam
lidocaine topical,Pathanamthitta,64,December,Thiruvananthapuram
sertraline,Kozhikode,32,December,Ernakulam
clindamycin topical,Aleppey,21,July,Thrissur
rizatriptan,Palakkad,5,June,Ernakulam
losartan,Malappuram,54,May,Thrissur
emtricitabine,Aleppey,365,July,Thiruvananthapuram
alvimopan,Kottayam,6,December,Kannur
diphenhydramine,Kozhikode,321,July,Palakkad
sumatriptan,Malappuram,65,January,Ernakulam
spironolactone,Thiruvananthapuram,787,November,Kollam
triamcinolone,Thiruvananthapuram,65,September,Kannur
duloxetine,Kollam,65,December,Wayanad
darunavir,Thrissur,365,January,Palakkad
lisinopril,Kasargod,75,August,Kannur
eletriptan,Wayanad,614,November,Kollam
duloxetine,Kollam,231,April,Ernakulam
elvitegravir,Palakkad,564,August,Malappuram
sumatriptan,Malappuram,6,December,Kozhikode
spironolactone,Thiruvananthapuram,16,November,Ernakulam
lidocaine topical,Pathanamthitta,987,November,Thiruvananthapuram
diphenhydramine,Kozhikode,32,April,Kannur
alvimopan,Kottayam,312,October,Ernakulam
tretinoin topical,Thrissur,987,June,Palakkad
minoxidil topical,Kollam,547,October,Aleppey
chlorpheniramine,Kasargod,32,August,Kannur
sumatriptan,Malappuram,9,January,Kozhikode
losartan,Malappuram,543,June,Thrissur
spironolactone,Thiruvananthapuram,69,April,Idukki
eletriptan,Wayanad,52,December,Kollam
lidocaine topical,Pathanamthitta,65,October,Thiruvananthapuram
elvitegravir,Palakkad,987,September,Malappuram
rizatriptan,Palakkad,5,December,Ernakulam
sertraline,Kozhikode,646,June,Kannur
spironolactone,Thiruvananthapuram,987,December,Kollam
triamcinolone,Thiruvananthapuram,657,May,Kollam
emtricitabine,Aleppey,325,August,Thiruvananthapuram
sumatriptan,Malappuram,65,July,Kollam
lidocaine topical,Pathanamthitta,98,September,Thiruvananthapuram
elvitegravir,Palakkad,21,April,Ernakulam
duloxetine,Kollam,65,December,Kasargod
diphenhydramine,Kozhikode,321,August,Palakkad
lisinopril,Kasargod,647,July,Kannur
tretinoin topical,Thrissur,654,July,Palakkad
minoxidil topical,Kollam,76,March,Ernakulam
alvimopan,Kottayam,6,January,Kannur
spironolactone,Thiruvananthapuram,16,April,Pathanamthitta
duloxetine,Kollam,321,March,Ernakulam
rizatriptan,Palakkad,5,December,Kozhikode
elvitegravir,Palakkad,456,October,Malappuram
lidocaine topical,Pathanamthitta,98,August,Thiruvananthapuram
chlorpheniramine,Kasargod,21,September,Kannur
lidocaine viscous,Thrissur,65,February,Malappuram
clindamycin topical,Aleppey,789,March,Thiruvananthapuram
alvimopan,Kottayam,64,July,Kozhikode
minoxidil topical,Kollam,65,November,Aleppey
lisinopril,Kasargod,3,February,Wayanad
bupropion,Thiruvananthapuram,65,June,Ernakulam
emtricitabine,Aleppey,321,September,Thiruvananthapuram
sumatriptan,Malappuram,55,January,Kollam
tretinoin topical,Thrissur,365,August,Palakkad
rizatriptan,Palakkad,7,January,Wayanad
triamcinolone,Thiruvananthapuram,365,April,Kollam
diphenhydramine,Kozhikode,321,September,Palakkad
alvimopan,Kottayam,24,November,Ernakulam
clindamycin topical,Aleppey,458,April,Thiruvananthapuram
sumatriptan,Malappuram,65,December,Thiruvananthapuram
sertraline,Kozhikode,354,July,Kannur
darunavir,Thrissur,654,February,Palakkad
losartan,Malappuram,64,July,Thrissur
minoxidil topical,Kollam,54,January,Ernakulam
tretinoin topical,Thrissur,478,September,Palakkad
lidocaine viscous,Thrissur,65,March,Malappuram
lisinopril,Kasargod,546,June,Kannur
chlorpheniramine,Kasargod,245,October,Kannur
duloxetine,Kollam,654,February,Ernakulam
lidocaine topical,Pathanamthitta,7,February,Ernakulam
doxycycline,Pathanamthitta,789,July,Thiruvananthapuram
triamcinolone,Thiruvananthapuram,51,December,Pathanamthitta
eletriptan,Wayanad,64,January,Kannur
emtricitabine,Aleppey,21,December,Kollam
sumatriptan,Malappuram,65,November,Thiruvananthapuram
clindamycin topical,Aleppey,987,May,Thiruvananthapuram
rizatriptan,Palakkad,16,September,Idukki
minoxidil topical,Kollam,431,December,Aleppey
darunavir,Thrissur,214,March,Palakkad
lidocaine topical,Pathanamthitta,564,July,Thiruvananthapuram
elvitegravir,Palakkad,564,November,Malappuram
sumatriptan,Malappuram,65,October,Thiruvananthapuram
chlorpheniramine,Kasargod,321,November,Kannur
duloxetine,Kollam,65,July,Kannur
tretinoin topical,Thrissur,987,October,Palakkad
lidocaine viscous,Thrissur,6,January,Ernakulam
diphenhydramine,Kozhikode,32,October,Palakkad
losartan,Malappuram,54,August,Thrissur
emtricitabine,Aleppey,362,October,Thiruvananthapuram
triamcinolone,Thiruvananthapuram,65,March,Kollam
lidocaine topical,Pathanamthitta,2,January,Idukki
darunavir,Thrissur,547,April,Palakkad
eletriptan,Wayanad,321,February,Kannur
elvitegravir,Palakkad,356,December,Malappuram
bupropion,Thiruvananthapuram,32,July,Ernakulam
lisinopril,Kasargod,54,May,Kannur
clindamycin topical,Aleppey,698,June,Thiruvananthapuram
lidocaine viscous,Thrissur,7,April,Malappuram
duloxetine,Kollam,654,January,Ernakulam
emtricitabine,Aleppey,325,November,Thiruvananthapuram
lidocaine topical,Pathanamthitta,987,June,Thiruvananthapuram
darunavir,Thrissur,32,May,Kozhikode
triamcinolone,Thiruvananthapuram,654,February,Pathanamthitta
clindamycin topical,Aleppey,120,March,Wayanad
sumatriptan,Malappuram,65,September,Thiruvananthapuram
darunavir,Thrissur,321,May,Palakkad
eletriptan,Wayanad,5,December,Thrissur
sertraline,Kozhikode,32,January,Ernakulam
tretinoin topical,Thrissur,214,November,Palakkad
bupropion,Thiruvananthapuram,65,August,Ernakulam
lisinopril,Kasargod,123,April,Kannur
emtricitabine,Aleppey,65,October,Kasargod
sumatriptan,Malappuram,982,August,Thiruvananthapuram
